CustomerName,Age,MaritalStatus,IncomeRange,Gender,TotalChildren,ChildrenAtHome,Education,Occupation,HomeOwner,Cars
Fitri Susanto,29,sudah menikah,70486,perempuan,4,0,S2,unskilled manual work,memiliki rumah sendiri,1
Maya Hakim,65,belum menikah,105260,laki-laki,2,0,SMA,skilled manual work,memiliki rumah sendiri,2
Nina Wijaya,64,belum menikah,78481,laki-laki,3,4,Post-graduate,unskilled manual work,memiliki rumah sendiri,2
Kartini Muliawan,52,belum menikah,22649,perempuan,2,2,Post-graduate,clerical work,tidak memiliki rumah sendiri,1
Gita Hidayat,22,belum menikah,148349,perempuan,0,0,SMA,skilled manual work,tidak memiliki rumah sendiri,0
Siti Haryanto,42,sudah menikah,114733,perempuan,0,2,S2,management,memiliki rumah sendiri,3
Siti Setiawan,47,sudah menikah,82668,perempuan,2,0,S1,sales,tidak memiliki rumah sendiri,2
Lina Santoso,53,sudah menikah,29741,laki-laki,0,0,S3,sales,memiliki rumah sendiri,1
Budi Rachman,49,sudah menikah,112327,perempuan,5,1,S1,sales,tidak memiliki rumah sendiri,2
Yusuf Anggraini,30,belum menikah,147455,perempuan,5,3,S1,sales,tidak memiliki rumah sendiri,1
Rizki Setiawan,46,sudah menikah,111924,perempuan,4,2,S1,unskilled manual work,tidak memiliki rumah sendiri,0
Taufik Pratama,29,sudah menikah,107785,perempuan,5,0,SMA,skilled manual work,memiliki rumah sendiri,0
Putri Setiawan,42,sudah menikah,90231,laki-laki,4,0,S2,sales,memiliki rumah sendiri,1
Fitri Pratama,34,sudah menikah,29937,laki-laki,3,0,SMA,skilled manual work,tidak memiliki rumah sendiri,2
Agus Saputra,29,belum menikah,77191,laki-laki,5,0,S2,sales,tidak memiliki rumah sendiri,0
Joko Wibowo,28,sudah menikah,88902,laki-laki,1,0,Post-graduate,professional,memiliki rumah sendiri,0
Kartini Wibowo,43,sudah menikah,48236,perempuan,1,5,S2,clerical work,tidak memiliki rumah sendiri,2
Indra Hakim,59,sudah menikah,84082,perempuan,3,0,Post-graduate,professional,tidak memiliki rumah sendiri,2
Dewi Fauzan,40,belum menikah,65749,laki-laki,5,1,SMA,professional,memiliki rumah sendiri,0
Indra Utomo,53,belum menikah,102564,perempuan,0,3,S3,skilled manual work,tidak memiliki rumah sendiri,3
Usman Pratama,62,sudah menikah,35843,perempuan,3,0,SMA,clerical work,tidak memiliki rumah sendiri,1
Putri Haryanto,46,belum menikah,22478,laki-laki,2,0,S1,sales,tidak memiliki rumah sendiri,0
Gita Pratama,64,belum menikah,64443,perempuan,1,0,S2,professional,tidak memiliki rumah sendiri,3
Taufik Anggraini,67,belum menikah,33871,laki-laki,0,2,S1,unskilled manual work,memiliki rumah sendiri,1
Cahyadi Susanto,38,sudah menikah,136909,perempuan,4,0,S3,management,memiliki rumah sendiri,3
Cahyadi Fauzan,58,belum menikah,28078,laki-laki,3,1,Post-graduate,sales,memiliki rumah sendiri,0
Yusuf Setiawan,65,belum menikah,36217,laki-laki,3,0,S3,skilled manual work,tidak memiliki rumah sendiri,3
Hadi Muliawan,46,sudah menikah,41025,laki-laki,0,1,SMA,unskilled manual work,memiliki rumah sendiri,1
Gita Haryanto,42,sudah menikah,102071,laki-laki,1,3,Post-graduate,clerical work,tidak memiliki rumah sendiri,2
Agus Sari,43,sudah menikah,22992,perempuan,5,0,Post-graduate,management,memiliki rumah sendiri,2
Dewi Haryanto,45,sudah menikah,34617,perempuan,2,0,S2,professional,tidak memiliki rumah sendiri,0
Lina Wijaya,44,sudah menikah,29718,laki-laki,4,0,S1,clerical work,memiliki rumah sendiri,3
Rizki Mahendra,22,belum menikah,74565,laki-laki,4,0,S2,unskilled manual work,memiliki rumah sendiri,2
Wati Mahendra,58,belum menikah,95829,perempuan,2,0,Post-graduate,professional,memiliki rumah sendiri,0
Fitri Utomo,67,belum menikah,148705,perempuan,4,2,S3,unskilled manual work,memiliki rumah sendiri,3
Dewi Pratama,21,belum menikah,149580,laki-laki,2,1,Post-graduate,clerical work,memiliki rumah sendiri,3
Maya Wijaya,36,sudah menikah,62266,laki-laki,2,1,Post-graduate,management,memiliki rumah sendiri,1
Yusuf Santoso,57,belum menikah,53081,laki-laki,2,0,S1,clerical work,memiliki rumah sendiri,3
Maya Saputra,20,belum menikah,137390,laki-laki,3,5,S1,management,tidak memiliki rumah sendiri,1
Maya Haryanto,22,belum menikah,42061,laki-laki,2,1,Post-graduate,management,tidak memiliki rumah sendiri,2
Vina Muliawan,68,belum menikah,110100,laki-laki,5,0,S3,clerical work,memiliki rumah sendiri,1
Indra Santoso,45,belum menikah,43805,laki-laki,2,0,SMA,professional,tidak memiliki rumah sendiri,0
Hadi Wibowo,64,sudah menikah,80822,laki-laki,0,0,Post-graduate,sales,memiliki rumah sendiri,3
Zainab Susanto,58,sudah menikah,141464,laki-laki,4,4,S2,clerical work,tidak memiliki rumah sendiri,3
Fitri Setiawan,22,sudah menikah,67338,perempuan,5,0,S3,unskilled manual work,memiliki rumah sendiri,2
Zainab Haryanto,26,belum menikah,34160,laki-laki,0,1,S3,sales,memiliki rumah sendiri,1
Taufik Putra,67,sudah menikah,107969,laki-laki,0,1,SMA,skilled manual work,tidak memiliki rumah sendiri,3
Budi Anggraini,39,sudah menikah,108978,laki-laki,5,2,S2,clerical work,memiliki rumah sendiri,1
Taufik Utomo,61,belum menikah,51335,laki-laki,2,0,S2,professional,memiliki rumah sendiri,0
Maya Muliawan,69,sudah menikah,79199,laki-laki,3,3,S1,skilled manual work,memiliki rumah sendiri,1
Nina Saputra,51,sudah menikah,49250,perempuan,4,0,S1,unskilled manual work,memiliki rumah sendiri,2
Fitri Fauzan,44,sudah menikah,27357,perempuan,5,1,S1,unskilled manual work,memiliki rumah sendiri,1
Lina Santoso,56,sudah menikah,37242,perempuan,0,0,S2,skilled manual work,tidak memiliki rumah sendiri,3
Joko Setiawan,61,sudah menikah,140690,perempuan,5,0,S3,management,tidak memiliki rumah sendiri,1
Dewi Putra,40,belum menikah,47929,perempuan,2,4,SMA,clerical work,memiliki rumah sendiri,0
Cahyadi Wibowo,18,sudah menikah,96591,perempuan,0,0,S3,sales,tidak memiliki rumah sendiri,1
Eko Susanto,45,belum menikah,89278,perempuan,2,0,SMA,skilled manual work,memiliki rumah sendiri,2
Rizki Sari,49,sudah menikah,102389,laki-laki,2,3,S3,clerical work,memiliki rumah sendiri,1
Lina Putra,67,sudah menikah,39322,perempuan,5,2,SMA,management,tidak memiliki rumah sendiri,3
Kartini Mahendra,43,sudah menikah,43526,laki-laki,1,0,Post-graduate,management,memiliki rumah sendiri,0
Putri Anggraini,40,sudah menikah,98721,laki-laki,5,1,SMA,skilled manual work,memiliki rumah sendiri,3
Usman Muliawan,59,belum menikah,143474,laki-laki,1,3,S2,management,tidak memiliki rumah sendiri,2
Maya Rachman,25,sudah menikah,48890,laki-laki,5,0,S1,unskilled manual work,tidak memiliki rumah sendiri,2
Maya Hidayat,42,belum menikah,39887,laki-laki,5,0,S3,skilled manual work,tidak memiliki rumah sendiri,1
Rizki Wahyuni,46,belum menikah,46933,perempuan,1,0,S2,skilled manual work,tidak memiliki rumah sendiri,0
Wati Putra,45,belum menikah,42759,laki-laki,2,0,S3,professional,tidak memiliki rumah sendiri,1
Agus Susanto,69,sudah menikah,37218,laki-laki,2,0,SMA,skilled manual work,memiliki rumah sendiri,2
Joko Saputra,48,belum menikah,50268,perempuan,2,1,S1,management,tidak memiliki rumah sendiri,0
Usman Pratama,21,belum menikah,79586,laki-laki,3,4,Post-graduate,clerical work,memiliki rumah sendiri,1
Zainab Putra,57,belum menikah,142201,laki-laki,5,0,S3,skilled manual work,tidak memiliki rumah sendiri,3
Budi Wijaya,28,sudah menikah,109157,laki-laki,1,0,S1,management,memiliki rumah sendiri,0
Fitri Santoso,46,belum menikah,103979,perempuan,2,3,Post-graduate,professional,tidak memiliki rumah sendiri,1
Usman Rachman,60,belum menikah,76841,perempuan,4,2,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,3
Yusuf Wahyuni,68,belum menikah,112033,laki-laki,3,0,SMA,clerical work,tidak memiliki rumah sendiri,3
Maya Wijaya,61,belum menikah,89487,perempuan,3,2,Post-graduate,clerical work,memiliki rumah sendiri,2
Budi Rachman,52,belum menikah,149586,perempuan,4,2,S3,skilled manual work,memiliki rumah sendiri,0
Yusuf Mahendra,47,sudah menikah,114927,perempuan,5,0,S2,clerical work,tidak memiliki rumah sendiri,3
Fitri Putra,44,sudah menikah,149977,laki-laki,5,1,S1,professional,memiliki rumah sendiri,2
Siti Wijaya,60,sudah menikah,134767,perempuan,0,0,S3,unskilled manual work,tidak memiliki rumah sendiri,0
Usman Haryanto,31,belum menikah,20894,perempuan,2,3,SMA,unskilled manual work,memiliki rumah sendiri,2
Agus Mahendra,29,belum menikah,79005,laki-laki,1,3,SMA,sales,memiliki rumah sendiri,2
Maya Purnomo,50,sudah menikah,96094,perempuan,4,0,SMA,management,memiliki rumah sendiri,3
Hadi Pratama,65,sudah menikah,33107,perempuan,4,3,S1,unskilled manual work,memiliki rumah sendiri,3
Joko Susanto,29,belum menikah,89799,perempuan,1,4,S2,clerical work,tidak memiliki rumah sendiri,3
Wati Setiawan,43,belum menikah,125278,perempuan,5,0,SMA,management,memiliki rumah sendiri,0
Lina Susanto,26,sudah menikah,129105,perempuan,4,1,S3,clerical work,memiliki rumah sendiri,0
Joko Sari,24,sudah menikah,92294,perempuan,5,0,SMA,unskilled manual work,tidak memiliki rumah sendiri,1
Vina Wibowo,63,belum menikah,65955,perempuan,0,2,SMA,professional,tidak memiliki rumah sendiri,2
Eko Mahendra,23,sudah menikah,103026,perempuan,5,3,S3,unskilled manual work,tidak memiliki rumah sendiri,2
Rizki Saputra,29,belum menikah,81835,perempuan,0,2,S2,management,tidak memiliki rumah sendiri,3
Vina Rachman,28,sudah menikah,96575,perempuan,4,1,SMA,management,tidak memiliki rumah sendiri,3
Usman Saputra,45,sudah menikah,46422,perempuan,4,2,SMA,professional,memiliki rumah sendiri,1
Cahyadi Utomo,64,sudah menikah,88664,perempuan,2,4,S3,professional,memiliki rumah sendiri,3
Taufik Rachman,28,belum menikah,28494,laki-laki,3,0,S3,management,tidak memiliki rumah sendiri,0
Wati Anggraini,43,sudah menikah,112350,laki-laki,1,3,SMA,skilled manual work,memiliki rumah sendiri,1
Gita Sari,31,belum menikah,23970,perempuan,0,0,SMA,unskilled manual work,tidak memiliki rumah sendiri,3
Hadi Pratama,18,sudah menikah,133077,laki-laki,4,2,Post-graduate,management,memiliki rumah sendiri,1
Hadi Susanto,51,sudah menikah,138986,laki-laki,2,2,S3,skilled manual work,tidak memiliki rumah sendiri,3
Siti Hakim,36,belum menikah,110066,perempuan,4,3,S3,professional,tidak memiliki rumah sendiri,1
Nina Muliawan,37,belum menikah,30649,perempuan,2,1,S3,clerical work,tidak memiliki rumah sendiri,2
Fitri Anggraini,19,belum menikah,46442,perempuan,3,3,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,0
Fitri Hakim,26,belum menikah,29806,laki-laki,3,1,S2,sales,tidak memiliki rumah sendiri,2
Rizki Haryanto,63,belum menikah,31684,perempuan,5,2,SMA,professional,memiliki rumah sendiri,0
Gita Haryanto,53,sudah menikah,102548,laki-laki,2,1,S2,professional,memiliki rumah sendiri,2
Vina Fauzan,19,sudah menikah,36438,perempuan,0,0,S1,professional,memiliki rumah sendiri,2
Hadi Wahyuni,45,sudah menikah,66451,perempuan,1,0,S2,unskilled manual work,tidak memiliki rumah sendiri,2
Taufik Mahendra,52,sudah menikah,57661,perempuan,1,1,S2,management,memiliki rumah sendiri,1
Putri Anggraini,27,sudah menikah,106053,perempuan,2,0,S2,skilled manual work,tidak memiliki rumah sendiri,0
Indra Wibowo,60,belum menikah,21857,laki-laki,3,1,S1,unskilled manual work,memiliki rumah sendiri,3
Dewi Utomo,66,belum menikah,70394,perempuan,3,0,S2,skilled manual work,tidak memiliki rumah sendiri,3
Joko Wahyuni,40,belum menikah,78730,laki-laki,4,0,S2,management,memiliki rumah sendiri,1
Taufik Rachman,32,belum menikah,140109,perempuan,0,2,S1,professional,memiliki rumah sendiri,0
Lina Pratama,50,sudah menikah,85000,perempuan,3,2,S1,management,tidak memiliki rumah sendiri,1
Dewi Pratama,45,belum menikah,100830,perempuan,4,1,SMA,clerical work,memiliki rumah sendiri,1
Gita Setiawan,26,sudah menikah,128661,perempuan,3,0,Post-graduate,skilled manual work,memiliki rumah sendiri,1
Taufik Haryanto,51,sudah menikah,96794,laki-laki,2,2,S3,skilled manual work,tidak memiliki rumah sendiri,0
Gita Haryanto,23,belum menikah,116159,perempuan,2,0,S3,professional,tidak memiliki rumah sendiri,3
Taufik Setiawan,67,belum menikah,42141,perempuan,5,1,Post-graduate,unskilled manual work,memiliki rumah sendiri,0
Dewi Saputra,45,sudah menikah,36698,laki-laki,0,0,Post-graduate,clerical work,tidak memiliki rumah sendiri,1
Fitri Pratama,61,belum menikah,50208,laki-laki,0,2,S2,management,memiliki rumah sendiri,1
Rizki Wahyuni,18,sudah menikah,132015,laki-laki,3,0,Post-graduate,sales,tidak memiliki rumah sendiri,2
Budi Utomo,60,sudah menikah,136666,laki-laki,2,0,S1,unskilled manual work,memiliki rumah sendiri,2
Lina Muliawan,43,belum menikah,62964,laki-laki,2,4,S3,professional,memiliki rumah sendiri,1
Yusuf Rachman,59,belum menikah,126410,laki-laki,1,1,S2,unskilled manual work,tidak memiliki rumah sendiri,2
Lina Utomo,37,sudah menikah,28591,perempuan,0,3,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,0
Fitri Setiawan,66,sudah menikah,130540,perempuan,0,3,S3,management,tidak memiliki rumah sendiri,2
Vina Setiawan,54,belum menikah,62428,laki-laki,3,4,SMA,skilled manual work,tidak memiliki rumah sendiri,1
Zainab Susanto,61,sudah menikah,93905,perempuan,1,5,S1,professional,memiliki rumah sendiri,3
Usman Haryanto,25,belum menikah,40272,perempuan,1,3,S2,professional,memiliki rumah sendiri,3
Yusuf Haryanto,21,belum menikah,76690,laki-laki,1,0,S1,clerical work,memiliki rumah sendiri,0
Vina Muliawan,20,belum menikah,30045,laki-laki,1,2,S1,clerical work,memiliki rumah sendiri,2
Dewi Anggraini,60,sudah menikah,89838,laki-laki,1,1,SMA,unskilled manual work,memiliki rumah sendiri,2
Eko Rachman,34,sudah menikah,117367,laki-laki,2,0,Post-graduate,management,tidak memiliki rumah sendiri,1
Cahyadi Setiawan,24,sudah menikah,102033,laki-laki,0,0,S1,professional,tidak memiliki rumah sendiri,1
Yusuf Wahyuni,66,belum menikah,22948,laki-laki,2,1,SMA,sales,memiliki rumah sendiri,2
Joko Wibowo,46,belum menikah,79193,perempuan,3,3,S3,professional,tidak memiliki rumah sendiri,1
Hadi Fauzan,49,belum menikah,141809,laki-laki,3,2,S3,sales,memiliki rumah sendiri,1
Cahyadi Utomo,63,sudah menikah,125467,perempuan,4,0,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,3
Agus Santoso,45,sudah menikah,33675,laki-laki,0,2,S1,clerical work,tidak memiliki rumah sendiri,3
Cahyadi Rachman,29,belum menikah,37986,perempuan,2,4,S2,management,memiliki rumah sendiri,3
Indra Putra,38,belum menikah,78558,laki-laki,5,0,SMA,management,tidak memiliki rumah sendiri,3
Maya Wijaya,22,sudah menikah,109299,laki-laki,5,2,S1,unskilled manual work,tidak memiliki rumah sendiri,1
Fitri Purnomo,20,sudah menikah,30277,laki-laki,4,1,S2,clerical work,tidak memiliki rumah sendiri,0
Agus Wahyuni,18,sudah menikah,147530,perempuan,5,1,S2,sales,memiliki rumah sendiri,3
Joko Haryanto,69,belum menikah,61295,laki-laki,5,1,S2,professional,tidak memiliki rumah sendiri,2
Dewi Wijaya,58,sudah menikah,143429,perempuan,0,0,Post-graduate,professional,memiliki rumah sendiri,0
Dewi Sari,60,sudah menikah,36607,laki-laki,5,0,Post-graduate,skilled manual work,memiliki rumah sendiri,3
Dewi Hakim,40,sudah menikah,138691,perempuan,1,2,S3,skilled manual work,memiliki rumah sendiri,3
Maya Santoso,57,sudah menikah,52314,laki-laki,4,2,S1,professional,tidak memiliki rumah sendiri,0
Agus Putra,22,sudah menikah,131074,perempuan,4,1,S2,skilled manual work,memiliki rumah sendiri,1
Vina Setiawan,68,belum menikah,118343,perempuan,3,1,S3,clerical work,memiliki rumah sendiri,0
Zainab Wijaya,66,belum menikah,61493,laki-laki,2,1,SMA,professional,tidak memiliki rumah sendiri,1
Dewi Susanto,69,belum menikah,117688,perempuan,2,1,S3,clerical work,tidak memiliki rumah sendiri,2
Usman Putra,51,sudah menikah,132212,perempuan,4,0,S2,sales,memiliki rumah sendiri,0
Zainab Muliawan,57,sudah menikah,126704,perempuan,4,0,Post-graduate,professional,memiliki rumah sendiri,0
Putri Wibowo,65,belum menikah,77600,perempuan,4,3,S1,professional,memiliki rumah sendiri,0
Zainab Utomo,57,sudah menikah,118969,laki-laki,5,0,S3,sales,tidak memiliki rumah sendiri,2
Indra Wijaya,59,belum menikah,81198,perempuan,0,0,S1,management,memiliki rumah sendiri,1
Budi Utomo,29,sudah menikah,110284,perempuan,5,3,Post-graduate,clerical work,tidak memiliki rumah sendiri,2
Gita Muliawan,30,belum menikah,137851,laki-laki,2,0,SMA,management,memiliki rumah sendiri,3
Wati Utomo,66,belum menikah,124554,perempuan,4,2,SMA,clerical work,memiliki rumah sendiri,0
Yusuf Mahendra,35,sudah menikah,102184,perempuan,4,0,S3,skilled manual work,tidak memiliki rumah sendiri,2
Wati Purnomo,39,belum menikah,67502,perempuan,5,1,S3,sales,tidak memiliki rumah sendiri,3
Indra Utomo,48,belum menikah,86290,perempuan,1,2,S2,clerical work,memiliki rumah sendiri,0
Joko Muliawan,30,sudah menikah,93847,perempuan,2,2,S2,professional,memiliki rumah sendiri,2
Gita Utomo,68,sudah menikah,118064,laki-laki,2,3,S1,clerical work,tidak memiliki rumah sendiri,2
Maya Wibowo,55,belum menikah,65314,perempuan,3,0,SMA,sales,tidak memiliki rumah sendiri,2
Eko Pratama,35,sudah menikah,122905,perempuan,2,2,SMA,professional,memiliki rumah sendiri,0
Kartini Muliawan,30,belum menikah,84376,perempuan,5,0,SMA,management,tidak memiliki rumah sendiri,3
Kartini Saputra,64,sudah menikah,96648,laki-laki,0,2,S3,management,tidak memiliki rumah sendiri,3
Dewi Fauzan,34,sudah menikah,30234,perempuan,4,1,Post-graduate,management,tidak memiliki rumah sendiri,0
Taufik Wijaya,45,belum menikah,28607,laki-laki,1,3,SMA,clerical work,tidak memiliki rumah sendiri,0
Indra Utomo,46,sudah menikah,26024,perempuan,0,2,S2,sales,tidak memiliki rumah sendiri,2
Putri Rachman,28,sudah menikah,125592,laki-laki,3,2,S1,management,tidak memiliki rumah sendiri,2
Dewi Pratama,26,belum menikah,64181,laki-laki,5,5,S1,skilled manual work,memiliki rumah sendiri,2
Putri Santoso,19,belum menikah,117575,laki-laki,0,1,S2,management,tidak memiliki rumah sendiri,3
Maya Wijaya,29,sudah menikah,86477,perempuan,0,3,Post-graduate,skilled manual work,memiliki rumah sendiri,2
Gita Saputra,46,sudah menikah,40132,laki-laki,2,0,Post-graduate,sales,memiliki rumah sendiri,3
Kartini Hakim,31,sudah menikah,122859,perempuan,1,1,SMA,clerical work,tidak memiliki rumah sendiri,1
Vina Haryanto,64,belum menikah,96413,laki-laki,0,1,S3,skilled manual work,tidak memiliki rumah sendiri,2
Kartini Putra,34,sudah menikah,94183,perempuan,4,0,SMA,management,tidak memiliki rumah sendiri,1
Wati Wibowo,34,belum menikah,100180,perempuan,3,4,S3,management,tidak memiliki rumah sendiri,1
Siti Anggraini,24,sudah menikah,87255,perempuan,0,1,SMA,management,tidak memiliki rumah sendiri,3
Budi Anggraini,34,sudah menikah,146041,perempuan,5,3,S1,clerical work,memiliki rumah sendiri,3
Usman Muliawan,62,sudah menikah,52083,laki-laki,2,1,S1,sales,tidak memiliki rumah sendiri,2
Nina Wibowo,31,belum menikah,50715,perempuan,2,4,S1,clerical work,memiliki rumah sendiri,2
Rizki Putra,46,sudah menikah,138549,laki-laki,3,0,SMA,sales,memiliki rumah sendiri,3
Lina Santoso,39,sudah menikah,39751,laki-laki,3,2,S2,professional,memiliki rumah sendiri,2
Dewi Anggraini,44,belum menikah,36701,laki-laki,3,1,S3,unskilled manual work,memiliki rumah sendiri,2
Eko Fauzan,19,sudah menikah,89710,laki-laki,0,3,S2,skilled manual work,tidak memiliki rumah sendiri,1
Maya Anggraini,25,belum menikah,48473,perempuan,5,1,S2,unskilled manual work,memiliki rumah sendiri,3
Wati Utomo,25,belum menikah,56892,perempuan,4,1,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,0
Usman Hidayat,43,belum menikah,67593,perempuan,2,1,S2,sales,memiliki rumah sendiri,0
Dewi Utomo,28,sudah menikah,110195,laki-laki,3,2,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,2
Siti Purnomo,65,belum menikah,110207,laki-laki,1,5,S3,unskilled manual work,tidak memiliki rumah sendiri,3
Agus Setiawan,29,sudah menikah,50959,laki-laki,4,0,S1,unskilled manual work,memiliki rumah sendiri,0
Usman Pratama,40,sudah menikah,51205,laki-laki,2,2,Post-graduate,unskilled manual work,memiliki rumah sendiri,2
Indra Anggraini,33,belum menikah,43118,laki-laki,5,0,SMA,management,tidak memiliki rumah sendiri,2
Nina Muliawan,43,sudah menikah,44938,laki-laki,4,0,Post-graduate,sales,memiliki rumah sendiri,3
Usman Santoso,20,sudah menikah,117241,laki-laki,2,2,S3,clerical work,memiliki rumah sendiri,0
Cahyadi Utomo,56,sudah menikah,132871,perempuan,3,1,S3,management,tidak memiliki rumah sendiri,3
Hadi Setiawan,40,sudah menikah,50005,laki-laki,0,0,Post-graduate,sales,tidak memiliki rumah sendiri,3
Eko Anggraini,64,sudah menikah,142316,laki-laki,5,5,Post-graduate,professional,tidak memiliki rumah sendiri,0
Taufik Sari,65,belum menikah,25657,perempuan,4,0,S1,unskilled manual work,tidak memiliki rumah sendiri,1
Indra Hakim,53,belum menikah,147032,laki-laki,5,1,S3,clerical work,memiliki rumah sendiri,1
Maya Wibowo,18,sudah menikah,79793,perempuan,3,0,S2,unskilled manual work,memiliki rumah sendiri,1
Yusuf Purnomo,37,belum menikah,100637,perempuan,1,2,SMA,clerical work,tidak memiliki rumah sendiri,3
Putri Setiawan,35,belum menikah,121959,laki-laki,4,1,Post-graduate,management,memiliki rumah sendiri,3
Taufik Utomo,30,sudah menikah,70689,perempuan,5,1,SMA,professional,tidak memiliki rumah sendiri,1
Siti Santoso,27,sudah menikah,66914,perempuan,2,2,S1,clerical work,tidak memiliki rumah sendiri,0
Siti Hakim,45,sudah menikah,89416,perempuan,0,1,Post-graduate,professional,memiliki rumah sendiri,1
Taufik Santoso,63,belum menikah,56112,perempuan,1,0,S3,clerical work,tidak memiliki rumah sendiri,3
Gita Wijaya,44,belum menikah,117881,laki-laki,2,0,S2,skilled manual work,tidak memiliki rumah sendiri,2
Cahyadi Fauzan,28,belum menikah,88088,laki-laki,0,1,Post-graduate,skilled manual work,memiliki rumah sendiri,3
Siti Santoso,20,sudah menikah,69060,laki-laki,2,0,Post-graduate,professional,tidak memiliki rumah sendiri,1
Indra Wijaya,34,sudah menikah,35677,perempuan,4,3,S1,professional,tidak memiliki rumah sendiri,0
Cahyadi Hidayat,30,belum menikah,29427,perempuan,1,3,SMA,clerical work,memiliki rumah sendiri,1
Agus Haryanto,38,belum menikah,52747,perempuan,2,2,S1,sales,memiliki rumah sendiri,0
Hadi Susanto,45,sudah menikah,55202,laki-laki,1,1,S1,professional,memiliki rumah sendiri,1
Gita Santoso,30,sudah menikah,62368,perempuan,4,4,SMA,sales,memiliki rumah sendiri,2
Nina Saputra,20,belum menikah,72881,perempuan,2,4,S3,skilled manual work,memiliki rumah sendiri,2
Rizki Hidayat,50,belum menikah,24959,laki-laki,2,0,S2,skilled manual work,memiliki rumah sendiri,1
Agus Wibowo,66,sudah menikah,92591,laki-laki,2,0,Post-graduate,unskilled manual work,memiliki rumah sendiri,3
Zainab Pratama,29,sudah menikah,69990,laki-laki,0,0,S2,management,memiliki rumah sendiri,0
Nina Putra,29,belum menikah,132306,laki-laki,3,1,S1,professional,memiliki rumah sendiri,2
Usman Mahendra,68,sudah menikah,82204,perempuan,0,2,S1,unskilled manual work,tidak memiliki rumah sendiri,0
Putri Haryanto,44,sudah menikah,82510,perempuan,0,0,S3,sales,memiliki rumah sendiri,0
Joko Muliawan,18,sudah menikah,80089,laki-laki,4,1,S1,management,tidak memiliki rumah sendiri,3
Indra Wahyuni,64,sudah menikah,148325,laki-laki,2,2,S2,skilled manual work,tidak memiliki rumah sendiri,0
Yusuf Haryanto,24,belum menikah,141794,perempuan,5,1,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,3
Gita Wijaya,18,belum menikah,100305,laki-laki,5,1,S2,skilled manual work,memiliki rumah sendiri,2
Usman Fauzan,68,belum menikah,88071,perempuan,3,2,S1,skilled manual work,memiliki rumah sendiri,2
Nina Anggraini,26,belum menikah,83039,laki-laki,2,1,S1,management,memiliki rumah sendiri,3
Cahyadi Wijaya,54,sudah menikah,121407,laki-laki,1,0,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,2
Taufik Putra,40,sudah menikah,38939,laki-laki,0,0,S3,management,tidak memiliki rumah sendiri,1
Indra Pratama,66,belum menikah,118656,laki-laki,5,1,S2,skilled manual work,tidak memiliki rumah sendiri,2
Kartini Haryanto,25,belum menikah,127617,perempuan,5,0,S3,unskilled manual work,tidak memiliki rumah sendiri,3
Lina Haryanto,20,belum menikah,58168,perempuan,5,3,Post-graduate,sales,tidak memiliki rumah sendiri,0
Putri Anggraini,44,belum menikah,109376,laki-laki,2,0,S1,professional,memiliki rumah sendiri,1
Putri Setiawan,56,belum menikah,90225,perempuan,0,0,Post-graduate,clerical work,tidak memiliki rumah sendiri,0
Joko Santoso,49,sudah menikah,122204,laki-laki,0,0,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,2
Fitri Putra,61,belum menikah,37541,laki-laki,4,2,SMA,management,memiliki rumah sendiri,3
Joko Fauzan,57,sudah menikah,101743,laki-laki,2,0,S3,professional,memiliki rumah sendiri,0
Dewi Pratama,28,belum menikah,105861,laki-laki,4,1,SMA,professional,memiliki rumah sendiri,1
Hadi Mahendra,30,belum menikah,42200,perempuan,2,2,S2,professional,tidak memiliki rumah sendiri,1
Siti Rachman,40,belum menikah,36494,perempuan,3,0,Post-graduate,sales,memiliki rumah sendiri,3
Vina Putra,49,sudah menikah,128328,laki-laki,2,4,SMA,unskilled manual work,tidak memiliki rumah sendiri,1
Fitri Wibowo,47,sudah menikah,58533,perempuan,0,2,S3,skilled manual work,tidak memiliki rumah sendiri,2
Lina Purnomo,62,sudah menikah,73468,laki-laki,5,0,S3,professional,tidak memiliki rumah sendiri,3
Taufik Purnomo,39,sudah menikah,141062,perempuan,4,0,S3,professional,memiliki rumah sendiri,2
Dewi Putra,21,belum menikah,33021,laki-laki,5,4,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,1
Putri Wijaya,25,sudah menikah,127549,perempuan,3,1,S1,management,memiliki rumah sendiri,1
Hadi Utomo,47,belum menikah,91522,laki-laki,3,1,S1,management,memiliki rumah sendiri,3
Gita Fauzan,31,belum menikah,72884,perempuan,5,2,Post-graduate,sales,memiliki rumah sendiri,2
Cahyadi Putra,22,sudah menikah,29321,perempuan,3,2,Post-graduate,management,memiliki rumah sendiri,0
Maya Wahyuni,44,belum menikah,65333,perempuan,1,3,S2,skilled manual work,tidak memiliki rumah sendiri,2
Hadi Pratama,24,sudah menikah,101198,perempuan,1,0,S2,management,memiliki rumah sendiri,0
